2026-08-27 22:24:57 | system | INFO | None:272 | WebSocketManager initialized: max_connections=50, heartbeat_interval=30s, reconnect_attempts=5, reconnect_delay=2s
2026-08-27 22:26:16 | system | INFO | None:983 | WebSocket manager shutdown complete
2026-08-27 22:26:16 | system | INFO | None:392 | Application shutdown complete
2026-08-27 22:26:16 | system | INFO | None:219 | Dependency floor check passed (3 juniper-* floor(s) satisfied).
2026-08-27 22:26:16 | system | WARNING | None:121 | juniper-canopy is running OPEN — no API-key authentication is configured and require_auth is False, so protected routes will serve UNAUTHENTICATED. Set require_auth=True and populate the API-key secret to fail closed in a secured deployment.
2026-08-27 22:26:16 | system | INFO | None:275 | Starting Juniper Canopy application
2026-08-27 22:26:16 | system | INFO | None:276 | Settings: server=127.0.0.1:8050, demo=True
2026-08-27 22:26:16 | system | INFO | None:280 | Event loop captured for thread-safe broadcasting
2026-08-27 22:26:16 | system | DEBUG | None:282 | Event loop set for WebSocketManager
2026-08-27 22:26:16 | system | WARNING | None:318 | JuniperData unreachable at http://localhost:8100: http://localhost:8100/v1/health/live — ConnectError: All connection attempts failed
2026-08-27 22:26:16 | system | INFO | None:177 | Global training_state synced with demo defaults: LR=0.01, MaxHidden=1000, Epochs=1000000
2026-08-27 22:26:16 | system | INFO | None:351 | Backend initialized: demo
2026-08-27 22:26:16 | system | INFO | None:370 | WebSocket keepalive heartbeat started (interval=30s, channel=training)
2026-08-27 22:26:16 | system | INFO | None:374 | Application startup complete
2026-08-27 22:26:16 | system | INFO | None:379 | Shutting down Juniper Canopy application
2026-08-27 22:26:16 | system | INFO | None:968 | Shutting down WebSocket manager
2026-08-27 22:26:16 | system | DEBUG | None:702 | No active connections for broadcast
2026-08-27 22:26:16 | system | INFO | None:983 | WebSocket manager shutdown complete
2026-08-27 22:26:16 | system | INFO | None:392 | Application shutdown complete
2026-08-27 22:26:16 | system | INFO | None:219 | Dependency floor check passed (3 juniper-* floor(s) satisfied).
2026-08-27 22:26:16 | system | WARNING | None:121 | juniper-canopy is running OPEN — no API-key authentication is configured and require_auth is False, so protected routes will serve UNAUTHENTICATED. Set require_auth=True and populate the API-key secret to fail closed in a secured deployment.
2026-08-27 22:26:16 | system | INFO | None:275 | Starting Juniper Canopy application
2026-08-27 22:26:16 | system | INFO | None:276 | Settings: server=127.0.0.1:8050, demo=True
2026-08-27 22:26:16 | system | INFO | None:280 | Event loop captured for thread-safe broadcasting
2026-08-27 22:26:16 | system | DEBUG | None:282 | Event loop set for WebSocketManager
2026-08-27 22:26:16 | system | WARNING | None:318 | JuniperData unreachable at http://localhost:8100: http://localhost:8100/v1/health/live — ConnectError: All connection attempts failed
2026-08-27 22:26:16 | system | INFO | None:177 | Global training_state synced with demo defaults: LR=0.01, MaxHidden=1000, Epochs=1000000
2026-08-27 22:26:16 | system | INFO | None:351 | Backend initialized: demo
2026-08-27 22:26:16 | system | INFO | None:370 | WebSocket keepalive heartbeat started (interval=30s, channel=training)
2026-08-27 22:26:16 | system | INFO | None:374 | Application startup complete
2026-08-27 22:26:16 | system | INFO | None:379 | Shutting down Juniper Canopy application
2026-08-27 22:26:16 | system | INFO | None:968 | Shutting down WebSocket manager
2026-08-27 22:26:16 | system | DEBUG | None:702 | No active connections for broadcast
2026-08-27 22:26:16 | system | INFO | None:983 | WebSocket manager shutdown complete
2026-08-27 22:26:16 | system | INFO | None:392 | Application shutdown complete
2026-08-27 22:26:16 | system | INFO | None:219 | Dependency floor check passed (3 juniper-* floor(s) satisfied).
2026-08-27 22:26:16 | system | WARNING | None:121 | juniper-canopy is running OPEN — no API-key authentication is configured and require_auth is False, so protected routes will serve UNAUTHENTICATED. Set require_auth=True and populate the API-key secret to fail closed in a secured deployment.
2026-08-27 22:26:16 | system | INFO | None:275 | Starting Juniper Canopy application
2026-08-27 22:26:16 | system | INFO | None:276 | Settings: server=127.0.0.1:8050, demo=True
2026-08-27 22:26:16 | system | INFO | None:280 | Event loop captured for thread-safe broadcasting
2026-08-27 22:26:16 | system | DEBUG | None:282 | Event loop set for WebSocketManager
2026-08-27 22:26:16 | system | WARNING | None:318 | JuniperData unreachable at http://localhost:8100: http://localhost:8100/v1/health/live — ConnectError: All connection attempts failed
2026-08-27 22:26:16 | system | INFO | None:177 | Global training_state synced with demo defaults: LR=0.01, MaxHidden=1000, Epochs=1000000
2026-08-27 22:26:16 | system | INFO | None:351 | Backend initialized: demo
2026-08-27 22:26:16 | system | INFO | None:370 | WebSocket keepalive heartbeat started (interval=30s, channel=training)
2026-08-27 22:26:16 | system | INFO | None:374 | Application startup complete
2026-08-27 22:26:16 | system | INFO | None:379 | Shutting down Juniper Canopy application
2026-08-27 22:26:16 | system | INFO | None:968 | Shutting down WebSocket manager
2026-08-27 22:26:16 | system | DEBUG | None:702 | No active connections for broadcast
2026-08-27 22:26:16 | system | INFO | None:983 | WebSocket manager shutdown complete
2026-08-27 22:26:16 | system | INFO | None:392 | Application shutdown complete
2026-08-27 22:26:16 | system | INFO | None:219 | Dependency floor check passed (3 juniper-* floor(s) satisfied).
2026-08-27 22:26:16 | system | WARNING | None:121 | juniper-canopy is running OPEN — no API-key authentication is configured and require_auth is False, so protected routes will serve UNAUTHENTICATED. Set require_auth=True and populate the API-key secret to fail closed in a secured deployment.
2026-08-27 22:26:16 | system | INFO | None:275 | Starting Juniper Canopy application
2026-08-27 22:26:16 | system | INFO | None:276 | Settings: server=127.0.0.1:8050, demo=True
2026-08-27 22:26:16 | system | INFO | None:280 | Event loop captured for thread-safe broadcasting
2026-08-27 22:26:16 | system | DEBUG | None:282 | Event loop set for WebSocketManager
2026-08-27 22:26:16 | system | WARNING | None:318 | JuniperData unreachable at http://localhost:8100: http://localhost:8100/v1/health/live — ConnectError: All connection attempts failed
2026-08-27 22:26:16 | system | INFO | None:177 | Global training_state synced with demo defaults: LR=0.01, MaxHidden=1000, Epochs=1000000
2026-08-27 22:26:16 | system | INFO | None:351 | Backend initialized: demo
2026-08-27 22:26:16 | system | INFO | None:370 | WebSocket keepalive heartbeat started (interval=30s, channel=training)
2026-08-27 22:26:16 | system | INFO | None:374 | Application startup complete
2026-08-27 22:26:16 | system | INFO | None:379 | Shutting down Juniper Canopy application
2026-08-27 22:26:16 | system | INFO | None:968 | Shutting down WebSocket manager
2026-08-27 22:26:16 | system | DEBUG | None:702 | No active connections for broadcast
2026-08-27 22:26:16 | system | INFO | None:983 | WebSocket manager shutdown complete
2026-08-27 22:26:16 | system | INFO | None:392 | Application shutdown complete
2026-08-27 22:26:16 | system | INFO | None:219 | Dependency floor check passed (3 juniper-* floor(s) satisfied).
2026-08-27 22:26:16 | system | WARNING | None:121 | juniper-canopy is running OPEN — no API-key authentication is configured and require_auth is False, so protected routes will serve UNAUTHENTICATED. Set require_auth=True and populate the API-key secret to fail closed in a secured deployment.
2026-08-27 22:26:16 | system | INFO | None:275 | Starting Juniper Canopy application
2026-08-27 22:26:16 | system | INFO | None:276 | Settings: server=127.0.0.1:8050, demo=True
2026-08-27 22:26:16 | system | INFO | None:280 | Event loop captured for thread-safe broadcasting
2026-08-27 22:26:16 | system | DEBUG | None:282 | Event loop set for WebSocketManager
2026-08-27 22:26:16 | system | WARNING | None:318 | JuniperData unreachable at http://localhost:8100: http://localhost:8100/v1/health/live — ConnectError: All connection attempts failed
2026-08-27 22:26:16 | system | INFO | None:177 | Global training_state synced with demo defaults: LR=0.01, MaxHidden=1000, Epochs=1000000
2026-08-27 22:26:16 | system | INFO | None:351 | Backend initialized: demo
2026-08-27 22:26:16 | system | INFO | None:370 | WebSocket keepalive heartbeat started (interval=30s, channel=training)
2026-08-27 22:26:16 | system | INFO | None:374 | Application startup complete
2026-08-27 22:26:16 | system | INFO | None:379 | Shutting down Juniper Canopy application
2026-08-27 22:26:16 | system | INFO | None:968 | Shutting down WebSocket manager
2026-08-27 22:26:16 | system | DEBUG | None:702 | No active connections for broadcast
2026-08-27 22:26:16 | system | INFO | None:983 | WebSocket manager shutdown complete
2026-08-27 22:26:16 | system | INFO | None:392 | Application shutdown complete
2026-08-27 22:26:16 | system | INFO | None:219 | Dependency floor check passed (3 juniper-* floor(s) satisfied).
2026-08-27 22:26:16 | system | WARNING | None:121 | juniper-canopy is running OPEN — no API-key authentication is configured and require_auth is False, so protected routes will serve UNAUTHENTICATED. Set require_auth=True and populate the API-key secret to fail closed in a secured deployment.
2026-08-27 22:26:16 | system | INFO | None:275 | Starting Juniper Canopy application
2026-08-27 22:26:16 | system | INFO | None:276 | Settings: server=127.0.0.1:8050, demo=True
2026-08-27 22:26:16 | system | INFO | None:280 | Event loop captured for thread-safe broadcasting
2026-08-27 22:26:16 | system | DEBUG | None:282 | Event loop set for WebSocketManager
2026-08-27 22:26:16 | system | WARNING | None:318 | JuniperData unreachable at http://localhost:8100: http://localhost:8100/v1/health/live — ConnectError: All connection attempts failed
2026-08-27 22:26:16 | system | INFO | None:177 | Global training_state synced with demo defaults: LR=0.01, MaxHidden=1000, Epochs=1000000
2026-08-27 22:26:16 | system | INFO | None:351 | Backend initialized: demo
2026-08-27 22:26:16 | system | INFO | None:370 | WebSocket keepalive heartbeat started (interval=30s, channel=training)
2026-08-27 22:26:16 | system | INFO | None:374 | Application startup complete
2026-08-27 22:26:16 | system | INFO | None:379 | Shutting down Juniper Canopy application
2026-08-27 22:26:16 | system | INFO | None:968 | Shutting down WebSocket manager
2026-08-27 22:26:16 | system | DEBUG | None:702 | No active connections for broadcast
2026-08-27 22:26:16 | system | INFO | None:983 | WebSocket manager shutdown complete
2026-08-27 22:26:16 | system | INFO | None:392 | Application shutdown complete
2026-08-27 22:26:16 | system | INFO | None:219 | Dependency floor check passed (3 juniper-* floor(s) satisfied).
2026-08-27 22:26:16 | system | WARNING | None:121 | juniper-canopy is running OPEN — no API-key authentication is configured and require_auth is False, so protected routes will serve UNAUTHENTICATED. Set require_auth=True and populate the API-key secret to fail closed in a secured deployment.
2026-08-27 22:26:16 | system | INFO | None:275 | Starting Juniper Canopy application
2026-08-27 22:26:16 | system | INFO | None:276 | Settings: server=127.0.0.1:8050, demo=True
2026-08-27 22:26:16 | system | INFO | None:280 | Event loop captured for thread-safe broadcasting
2026-08-27 22:26:16 | system | DEBUG | None:282 | Event loop set for WebSocketManager
2026-08-27 22:26:16 | system | WARNING | None:318 | JuniperData unreachable at http://localhost:8100: http://localhost:8100/v1/health/live — ConnectError: All connection attempts failed
2026-08-27 22:26:16 | system | INFO | None:177 | Global training_state synced with demo defaults: LR=0.01, MaxHidden=1000, Epochs=1000000
2026-08-27 22:26:16 | system | INFO | None:351 | Backend initialized: demo
2026-08-27 22:26:16 | system | INFO | None:370 | WebSocket keepalive heartbeat started (interval=30s, channel=training)
2026-08-27 22:26:16 | system | INFO | None:374 | Application startup complete
2026-08-27 22:26:16 | system | INFO | None:379 | Shutting down Juniper Canopy application
2026-08-27 22:26:16 | system | INFO | None:968 | Shutting down WebSocket manager
2026-08-27 22:26:16 | system | DEBUG | None:702 | No active connections for broadcast
2026-08-27 22:26:16 | system | INFO | None:983 | WebSocket manager shutdown complete
2026-08-27 22:26:16 | system | INFO | None:392 | Application shutdown complete
2026-08-27 22:26:17 | system | INFO | None:219 | Dependency floor check passed (3 juniper-* floor(s) satisfied).
2026-08-27 22:26:17 | system | WARNING | None:121 | juniper-canopy is running OPEN — no API-key authentication is configured and require_auth is False, so protected routes will serve UNAUTHENTICATED. Set require_auth=True and populate the API-key secret to fail closed in a secured deployment.
2026-08-27 22:26:17 | system | INFO | None:275 | Starting Juniper Canopy application
2026-08-27 22:26:17 | system | INFO | None:276 | Settings: server=127.0.0.1:8050, demo=True
2026-08-27 22:26:17 | system | INFO | None:280 | Event loop captured for thread-safe broadcasting
2026-08-27 22:26:17 | system | DEBUG | None:282 | Event loop set for WebSocketManager
2026-08-27 22:26:17 | system | WARNING | None:318 | JuniperData unreachable at http://localhost:8100: http://localhost:8100/v1/health/live — ConnectError: All connection attempts failed
2026-08-27 22:26:17 | system | INFO | None:177 | Global training_state synced with demo defaults: LR=0.01, MaxHidden=1000, Epochs=1000000
2026-08-27 22:26:17 | system | INFO | None:351 | Backend initialized: demo
2026-08-27 22:26:17 | system | INFO | None:370 | WebSocket keepalive heartbeat started (interval=30s, channel=training)
2026-08-27 22:26:17 | system | INFO | None:374 | Application startup complete
2026-08-27 22:26:18 | system | INFO | None:399 | Client connected: control-client-134694643908688 (Total: 1)
2026-08-27 22:26:18 | system | INFO | None:1023 | Control client disconnected: control-client-134694643908688
2026-08-27 22:26:18 | system | INFO | None:606 | Client disconnected: control-client-134694643908688 (Remaining: 0)
2026-08-27 22:26:18 | system | INFO | None:399 | Client connected: control-client-134694603147024 (Total: 1)
2026-08-27 22:26:18 | system | INFO | None:606 | Client disconnected: control-client-134694603147024 (Remaining: 0)
2026-08-27 22:26:18 | system | INFO | None:399 | Client connected: control-client-134694632622832 (Total: 1)
2026-08-27 22:26:18 | system | INFO | None:1023 | Control client disconnected: control-client-134694632622832
2026-08-27 22:26:18 | system | INFO | None:606 | Client disconnected: control-client-134694632622832 (Remaining: 0)
2026-08-27 22:26:18 | system | INFO | None:379 | Shutting down Juniper Canopy application
2026-08-27 22:26:18 | system | INFO | None:968 | Shutting down WebSocket manager
2026-08-27 22:26:18 | system | DEBUG | None:702 | No active connections for broadcast
2026-08-27 22:26:18 | system | INFO | None:983 | WebSocket manager shutdown complete
2026-08-27 22:26:18 | system | INFO | None:392 | Application shutdown complete
2026-08-27 22:26:22 | system | INFO | None:219 | Dependency floor check passed (3 juniper-* floor(s) satisfied).
2026-08-27 22:26:22 | system | WARNING | None:121 | juniper-canopy is running OPEN — no API-key authentication is configured and require_auth is False, so protected routes will serve UNAUTHENTICATED. Set require_auth=True and populate the API-key secret to fail closed in a secured deployment.
2026-08-27 22:26:22 | system | INFO | None:275 | Starting Juniper Canopy application
2026-08-27 22:26:22 | system | INFO | None:276 | Settings: server=127.0.0.1:8050, demo=True
2026-08-27 22:26:22 | system | INFO | None:280 | Event loop captured for thread-safe broadcasting
2026-08-27 22:26:22 | system | DEBUG | None:282 | Event loop set for WebSocketManager
2026-08-27 22:26:22 | system | WARNING | None:318 | JuniperData unreachable at http://localhost:8100: http://localhost:8100/v1/health/live — ConnectError: All connection attempts failed
2026-08-27 22:26:22 | system | INFO | None:177 | Global training_state synced with demo defaults: LR=0.01, MaxHidden=1000, Epochs=1000000
2026-08-27 22:26:22 | system | INFO | None:351 | Backend initialized: demo
2026-08-27 22:26:22 | system | INFO | None:370 | WebSocket keepalive heartbeat started (interval=30s, channel=training)
2026-08-27 22:26:22 | system | INFO | None:374 | Application startup complete
2026-08-27 22:26:22 | system | INFO | None:3895 | Parameters updated: {'nn_growth_convergence_threshold': 0.02, 'convergence_enabled': False}
2026-08-27 22:26:22 | system | DEBUG | None:702 | No active connections for broadcast
2026-08-27 22:26:22 | system | INFO | None:379 | Shutting down Juniper Canopy application
2026-08-27 22:26:22 | system | INFO | None:968 | Shutting down WebSocket manager
2026-08-27 22:26:22 | system | DEBUG | None:702 | No active connections for broadcast
2026-08-27 22:26:22 | system | INFO | None:983 | WebSocket manager shutdown complete
2026-08-27 22:26:22 | system | INFO | None:392 | Application shutdown complete
2026-08-27 22:26:25 | system | INFO | None:219 | Dependency floor check passed (3 juniper-* floor(s) satisfied).
2026-08-27 22:26:25 | system | WARNING | None:121 | juniper-canopy is running OPEN — no API-key authentication is configured and require_auth is False, so protected routes will serve UNAUTHENTICATED. Set require_auth=True and populate the API-key secret to fail closed in a secured deployment.
2026-08-27 22:26:25 | system | INFO | None:275 | Starting Juniper Canopy application
2026-08-27 22:26:25 | system | INFO | None:276 | Settings: server=127.0.0.1:8050, demo=True
2026-08-27 22:26:25 | system | INFO | None:280 | Event loop captured for thread-safe broadcasting
2026-08-27 22:26:25 | system | DEBUG | None:282 | Event loop set for WebSocketManager
2026-08-27 22:26:25 | system | WARNING | None:318 | JuniperData unreachable at http://localhost:8100: http://localhost:8100/v1/health/live — ConnectError: All connection attempts failed
2026-08-27 22:26:25 | system | INFO | None:177 | Global training_state synced with demo defaults: LR=0.01, MaxHidden=1000, Epochs=1000000
2026-08-27 22:26:25 | system | INFO | None:351 | Backend initialized: demo
2026-08-27 22:26:25 | system | INFO | None:370 | WebSocket keepalive heartbeat started (interval=30s, channel=training)
2026-08-27 22:26:25 | system | INFO | None:374 | Application startup complete
2026-08-27 22:26:25 | system | INFO | None:379 | Shutting down Juniper Canopy application
2026-08-27 22:26:25 | system | INFO | None:968 | Shutting down WebSocket manager
2026-08-27 22:26:25 | system | DEBUG | None:702 | No active connections for broadcast
2026-08-27 22:26:25 | system | INFO | None:983 | WebSocket manager shutdown complete
2026-08-27 22:26:25 | system | INFO | None:392 | Application shutdown complete
2026-08-27 22:27:30 | system | INFO | None:219 | Dependency floor check passed (3 juniper-* floor(s) satisfied).
2026-08-27 22:27:30 | system | WARNING | None:121 | juniper-canopy is running OPEN — no API-key authentication is configured and require_auth is False, so protected routes will serve UNAUTHENTICATED. Set require_auth=True and populate the API-key secret to fail closed in a secured deployment.
2026-08-27 22:27:30 | system | INFO | None:275 | Starting Juniper Canopy application
2026-08-27 22:27:30 | system | INFO | None:276 | Settings: server=127.0.0.1:8050, demo=True
2026-08-27 22:27:30 | system | INFO | None:280 | Event loop captured for thread-safe broadcasting
2026-08-27 22:27:30 | system | DEBUG | None:282 | Event loop set for WebSocketManager
2026-08-27 22:27:30 | system | WARNING | None:318 | JuniperData unreachable at http://localhost:8100: http://localhost:8100/v1/health/live — ConnectError: All connection attempts failed
2026-08-27 22:27:30 | system | INFO | None:177 | Global training_state synced with demo defaults: LR=0.01, MaxHidden=1000, Epochs=1000000
2026-08-27 22:27:30 | system | INFO | None:351 | Backend initialized: demo
2026-08-27 22:27:30 | system | INFO | None:370 | WebSocket keepalive heartbeat started (interval=30s, channel=training)
2026-08-27 22:27:30 | system | INFO | None:374 | Application startup complete
2026-08-27 22:27:30 | system | ERROR | None:474 | Unhandled exception on GET /api/train/status: kaboom
2026-08-27 22:27:30 | system | INFO | None:379 | Shutting down Juniper Canopy application
2026-08-27 22:27:30 | system | INFO | None:968 | Shutting down WebSocket manager
2026-08-27 22:27:30 | system | DEBUG | None:702 | No active connections for broadcast
2026-08-27 22:27:30 | system | INFO | None:983 | WebSocket manager shutdown complete
2026-08-27 22:27:30 | system | INFO | None:392 | Application shutdown complete
2026-08-27 22:27:31 | system | INFO | None:399 | Client connected: control-client-134694609958992 (Total: 1)
2026-08-27 22:27:31 | system | INFO | None:606 | Client disconnected: control-client-134694609958992 (Remaining: 0)
2026-08-27 22:27:31 | system | INFO | None:399 | Client connected: control-client-134694609970880 (Total: 1)
2026-08-27 22:27:31 | system | INFO | None:606 | Client disconnected: control-client-134694609970880 (Remaining: 0)
2026-08-27 22:27:31 | system | INFO | None:399 | Client connected: control-client-134694609688336 (Total: 1)
2026-08-27 22:27:31 | system | INFO | None:606 | Client disconnected: control-client-134694609688336 (Remaining: 0)
2026-08-27 22:27:31 | system | INFO | None:399 | Client connected: control-client-134694616225104 (Total: 1)
2026-08-27 22:27:31 | system | INFO | None:606 | Client disconnected: control-client-134694616225104 (Remaining: 0)
2026-08-27 22:27:31 | system | INFO | None:399 | Client connected: control-client-134694597988032 (Total: 1)
2026-08-27 22:27:31 | system | INFO | None:606 | Client disconnected: control-client-134694597988032 (Remaining: 0)
2026-08-27 22:27:31 | system | INFO | None:399 | Client connected: control-client-134694744698992 (Total: 1)
2026-08-27 22:27:31 | system | INFO | None:606 | Client disconnected: control-client-134694744698992 (Remaining: 0)
2026-08-27 22:27:31 | system | INFO | None:399 | Client connected: control-client-134694624988048 (Total: 1)
2026-08-27 22:27:31 | system | INFO | None:1023 | Control client disconnected: control-client-134694624988048
2026-08-27 22:27:31 | system | INFO | None:606 | Client disconnected: control-client-134694624988048 (Remaining: 0)
2026-08-27 22:27:31 | system | INFO | None:399 | Client connected: control-client-134694624989200 (Total: 1)
2026-08-27 22:27:31 | system | INFO | None:606 | Client disconnected: control-client-134694624989200 (Remaining: 0)
2026-08-27 22:27:31 | system | INFO | None:399 | Client connected: control-client-134694624988912 (Total: 1)
2026-08-27 22:27:31 | system | INFO | None:606 | Client disconnected: control-client-134694624988912 (Remaining: 0)
2026-08-27 22:27:31 | system | INFO | None:399 | Client connected: control-client-134694624987472 (Total: 1)
2026-08-27 22:27:31 | system | INFO | None:606 | Client disconnected: control-client-134694624987472 (Remaining: 0)
2026-08-27 22:27:31 | system | INFO | None:399 | Client connected: control-client-134694624989776 (Total: 1)
2026-08-27 22:27:31 | system | INFO | None:606 | Client disconnected: control-client-134694624989776 (Remaining: 0)
2026-08-27 22:27:32 | system | INFO | None:219 | Dependency floor check passed (3 juniper-* floor(s) satisfied).
2026-08-27 22:27:32 | system | WARNING | None:121 | juniper-canopy is running OPEN — no API-key authentication is configured and require_auth is False, so protected routes will serve UNAUTHENTICATED. Set require_auth=True and populate the API-key secret to fail closed in a secured deployment.
2026-08-27 22:27:32 | system | INFO | None:275 | Starting Juniper Canopy application
2026-08-27 22:27:32 | system | INFO | None:276 | Settings: server=127.0.0.1:8050, demo=True
2026-08-27 22:27:32 | system | INFO | None:280 | Event loop captured for thread-safe broadcasting
2026-08-27 22:27:32 | system | DEBUG | None:282 | Event loop set for WebSocketManager
2026-08-27 22:27:32 | system | WARNING | None:318 | JuniperData unreachable at http://localhost:8100: http://localhost:8100/v1/health/live — ConnectError: All connection attempts failed
2026-08-27 22:27:32 | system | INFO | None:177 | Global training_state synced with demo defaults: LR=0.01, MaxHidden=1000, Epochs=1000000
2026-08-27 22:27:32 | system | INFO | None:351 | Backend initialized: demo
2026-08-27 22:27:32 | system | INFO | None:370 | WebSocket keepalive heartbeat started (interval=30s, channel=training)
2026-08-27 22:27:32 | system | INFO | None:374 | Application startup complete
2026-08-27 22:27:32 | system | WARNING | None:1032 | Deprecated health endpoint /health called — use /v1/health, /v1/health/live, or /v1/health/ready instead
2026-08-27 22:27:32 | system | WARNING | None:1032 | Deprecated health endpoint /api/health called — use /v1/health, /v1/health/live, or /v1/health/ready instead
2026-08-27 22:27:32 | system | INFO | None:379 | Shutting down Juniper Canopy application
2026-08-27 22:27:32 | system | INFO | None:968 | Shutting down WebSocket manager
2026-08-27 22:27:32 | system | DEBUG | None:702 | No active connections for broadcast
2026-08-27 22:27:32 | system | INFO | None:983 | WebSocket manager shutdown complete
2026-08-27 22:27:32 | system | INFO | None:392 | Application shutdown complete
2026-08-27 22:27:32 | system | INFO | None:219 | Dependency floor check passed (3 juniper-* floor(s) satisfied).
2026-08-27 22:27:32 | system | WARNING | None:121 | juniper-canopy is running OPEN — no API-key authentication is configured and require_auth is False, so protected routes will serve UNAUTHENTICATED. Set require_auth=True and populate the API-key secret to fail closed in a secured deployment.
2026-08-27 22:27:32 | system | INFO | None:275 | Starting Juniper Canopy application
2026-08-27 22:27:32 | system | INFO | None:276 | Settings: server=127.0.0.1:8050, demo=True
2026-08-27 22:27:32 | system | INFO | None:280 | Event loop captured for thread-safe broadcasting
2026-08-27 22:27:32 | system | DEBUG | None:282 | Event loop set for WebSocketManager
2026-08-27 22:27:32 | system | WARNING | None:318 | JuniperData unreachable at http://localhost:8100: http://localhost:8100/v1/health/live — ConnectError: All connection attempts failed
2026-08-27 22:27:32 | system | INFO | None:177 | Global training_state synced with demo defaults: LR=0.01, MaxHidden=1000, Epochs=1000000
2026-08-27 22:27:32 | system | INFO | None:351 | Backend initialized: demo
2026-08-27 22:27:32 | system | INFO | None:370 | WebSocket keepalive heartbeat started (interval=30s, channel=training)
2026-08-27 22:27:32 | system | INFO | None:374 | Application startup complete
2026-08-27 22:27:32 | system | INFO | None:379 | Shutting down Juniper Canopy application
2026-08-27 22:27:32 | system | INFO | None:968 | Shutting down WebSocket manager
2026-08-27 22:27:32 | system | DEBUG | None:702 | No active connections for broadcast
2026-08-27 22:27:32 | system | INFO | None:983 | WebSocket manager shutdown complete
2026-08-27 22:27:32 | system | INFO | None:392 | Application shutdown complete
2026-08-27 22:27:32 | system | INFO | None:219 | Dependency floor check passed (3 juniper-* floor(s) satisfied).
2026-08-27 22:27:32 | system | WARNING | None:121 | juniper-canopy is running OPEN — no API-key authentication is configured and require_auth is False, so protected routes will serve UNAUTHENTICATED. Set require_auth=True and populate the API-key secret to fail closed in a secured deployment.
2026-08-27 22:27:32 | system | INFO | None:275 | Starting Juniper Canopy application
2026-08-27 22:27:32 | system | INFO | None:276 | Settings: server=127.0.0.1:8050, demo=True
2026-08-27 22:27:32 | system | INFO | None:280 | Event loop captured for thread-safe broadcasting
2026-08-27 22:27:32 | system | DEBUG | None:282 | Event loop set for WebSocketManager
2026-08-27 22:27:33 | system | WARNING | None:318 | JuniperData unreachable at http://localhost:8100: http://localhost:8100/v1/health/live — ConnectError: All connection attempts failed
2026-08-27 22:27:33 | system | INFO | None:177 | Global training_state synced with demo defaults: LR=0.01, MaxHidden=1000, Epochs=1000000
2026-08-27 22:27:33 | system | INFO | None:351 | Backend initialized: demo
2026-08-27 22:27:33 | system | INFO | None:370 | WebSocket keepalive heartbeat started (interval=30s, channel=training)
2026-08-27 22:27:33 | system | INFO | None:374 | Application startup complete
2026-08-27 22:27:33 | system | INFO | None:379 | Shutting down Juniper Canopy application
2026-08-27 22:27:33 | system | INFO | None:968 | Shutting down WebSocket manager
2026-08-27 22:27:33 | system | DEBUG | None:702 | No active connections for broadcast
2026-08-27 22:27:33 | system | INFO | None:983 | WebSocket manager shutdown complete
2026-08-27 22:27:33 | system | INFO | None:392 | Application shutdown complete
